SeqID	startPosition	endPosition	GCcontent	GCskew
CP003879.1	879800	880800	0.3233	0.0217
CP003879.1	880000	881000	0.3163	0.1076
CP003879.1	880200	881200	0.3203	0.2313
CP003879.1	880400	881400	0.3313	0.2205
CP003879.1	880600	881600	0.3303	0.1758
CP003879.1	880800	881800	0.3263	0.2086
CP003879.1	881000	882000	0.3433	0.2595
CP003879.1	881200	882200	0.3333	0.2132
CP003879.1	881400	882400	0.3504	0.2514
CP003879.1	881600	882600	0.3594	0.2535
CP003879.1	881800	882800	0.3684	0.1902
CP003879.1	882000	883000	0.3704	0.0919
CP003879.1	882200	883200	0.3864	0.0570
CP003879.1	882400	883400	0.3864	0.0415
CP003879.1	882600	883600	0.3854	0.0494
CP003879.1	882800	883800	0.3884	0.0722
CP003879.1	883000	884000	0.3924	0.1276
CP003879.1	883200	884200	0.4024	0.1493
CP003879.1	883400	884400	0.3954	0.1392
CP003879.1	883600	884600	0.3914	0.1304
CP003879.1	883800	884800	0.3824	0.1623
CP003879.1	884000	885000	0.3734	0.1689
CP003879.1	884200	885200	0.3393	0.1150
CP003879.1	884400	885400	0.3173	0.0410
CP003879.1	884600	885600	0.3023	0.0265
CP003879.1	884800	885800	0.2973	-0.1111
CP003879.1	885000	886000	0.2873	-0.2474
CP003879.1	885200	886200	0.3093	-0.2168
CP003879.1	885400	886400	0.3243	-0.2099
CP003879.1	885600	886600	0.3243	-0.2222
CP003879.1	885800	886800	0.3193	-0.1097
CP003879.1	886000	887000	0.3313	-0.0574
CP003879.1	886200	887200	0.3263	-0.0429
CP003879.1	886400	887400	0.3253	-0.0154
CP003879.1	886600	887600	0.3333	0.0270
CP003879.1	886800	887800	0.3173	-0.0095
CP003879.1	887000	888000	0.3253	0.0092
CP003879.1	887200	888200	0.3153	0.0222
CP003879.1	887400	888400	0.3303	0.0000
CP003879.1	887600	888600	0.3323	-0.0361
CP003879.1	887800	888800	0.3684	0.0326
CP003879.1	888000	889000	0.3614	0.0028
CP003879.1	888200	889200	0.3734	-0.0241
CP003879.1	888400	889400	0.3654	0.0247
CP003879.1	888600	889600	0.3674	0.0300
CP003879.1	888800	889800	0.3574	0.0084
CP003879.1	889000	890000	0.3654	0.0247
CP003879.1	889200	890200	0.3894	0.0334
CP003879.1	889400	890400	0.3994	0.0075
CP003879.1	889600	890600	0.4054	-0.0074
CP003879.1	889800	890800	0.4014	-0.0274
CP003879.1	890000	891000	0.4044	0.0545
CP003879.1	890200	891200	0.3754	0.0773
CP003879.1	890400	891400	0.3624	0.1381
CP003879.1	890600	891600	0.3624	0.1657
CP003879.1	890800	891800	0.3694	0.1328
CP003879.1	891000	892000	0.3664	0.0328
CP003879.1	891200	892200	0.3754	0.0133
CP003879.1	891400	892400	0.3624	-0.0552
CP003879.1	891600	892600	0.3333	-0.0270
CP003879.1	891800	892800	0.3163	-0.0316
CP003879.1	892000	893000	0.2983	-0.0067
CP003879.1	892200	893200	0.2863	-0.0420
CP003879.1	892400	893400	0.3073	-0.0489
CP003879.1	892600	893600	0.3343	-0.1377
CP003879.1	892800	893800	0.3544	-0.1864
CP003879.1	893000	894000	0.3704	-0.1892
CP003879.1	893200	894200	0.3934	-0.1603
CP003879.1	893400	894400	0.4024	-0.1642
CP003879.1	893600	894600	0.3994	-0.1930
CP003879.1	893800	894800	0.4094	-0.1638
CP003879.1	894000	895000	0.3944	-0.1574
CP003879.1	894200	895200	0.3764	-0.1702
CP003879.1	894400	895400	0.3504	-0.1714
CP003879.1	894600	895600	0.3493	-0.0831
CP003879.1	894800	895800	0.3393	-0.0029
CP003879.1	895000	896000	0.3453	0.0493
CP003879.1	895200	896200	0.3443	0.1047
CP003879.1	895400	896400	0.3493	0.1289
CP003879.1	895600	896600	0.3383	0.1538
CP003879.1	895800	896800	0.3203	0.0875
CP003879.1	896000	897000	0.3363	0.0238
CP003879.1	896200	897200	0.3383	-0.0178
CP003879.1	896400	897400	0.3443	0.0233
CP003879.1	896600	897600	0.3383	0.0059
CP003879.1	896800	897800	0.3564	0.0449
CP003879.1	897000	898000	0.3303	0.0727
CP003879.1	897200	898200	0.3363	0.0476
CP003879.1	897400	898400	0.3463	0.0347
CP003879.1	897600	898600	0.3483	0.0230
CP003879.1	897800	898800	0.3353	0.0090
CP003879.1	898000	899000	0.3443	0.0116
CP003879.1	898200	899200	0.3524	0.0455
CP003879.1	898400	899400	0.3453	0.0493
CP003879.1	898600	899600	0.3544	0.0678
CP003879.1	898800	899800	0.3594	0.0752
CP003879.1	899000	900000	0.3694	0.1328
CP003879.1	899200	900200	0.3604	0.1444
CP003879.1	899400	900400	0.3554	0.1268
CP003879.1	899600	900600	0.3554	0.1549
CP003879.1	899800	900800	0.3614	0.1136
CP003879.1	900000	901000	0.3524	0.1080
CP003879.1	900200	901200	0.3303	0.0727
CP003879.1	900400	901400	0.3363	0.0119
CP003879.1	900600	901600	0.3343	-0.0599
CP003879.1	900800	901800	0.3233	-0.0031
CP003879.1	901000	902000	0.3263	-0.0798
CP003879.1	901200	902200	0.3514	-0.0427
CP003879.1	901400	902400	0.3514	0.0541
CP003879.1	901600	902600	0.3524	0.0455
CP003879.1	901800	902800	0.3614	0.0194
CP003879.1	902000	903000	0.3493	0.0774
CP003879.1	902200	903200	0.3403	0.1000
CP003879.1	902400	903400	0.3343	0.0838
CP003879.1	902600	903600	0.3313	0.1480
CP003879.1	902800	903800	0.3203	0.1750
CP003879.1	903000	904000	0.3303	0.1333
CP003879.1	903200	904200	0.3333	0.1532
CP003879.1	903400	904400	0.3363	0.1488
CP003879.1	903600	904600	0.3273	0.1376
CP003879.1	903800	904800	0.3383	0.1006
CP003879.1	904000	905000	0.3383	0.0592
CP003879.1	904200	905200	0.3423	0.0234
CP003879.1	904400	905400	0.3393	0.0088
CP003879.1	904600	905600	0.3674	-0.0409
CP003879.1	904800	905800	0.3704	-0.0216
CP003879.1	905000	906000	0.3754	0.0027
CP003879.1	905200	906200	0.3744	0.0107
CP003879.1	905400	906400	0.3744	0.0374
CP003879.1	905600	906600	0.3674	0.0300
CP003879.1	905800	906800	0.3674	0.0409
CP003879.1	906000	907000	0.3524	0.0682
CP003879.1	906200	907200	0.3564	0.0337
CP003879.1	906400	907400	0.3584	0.0279
CP003879.1	906600	907600	0.3644	0.0330
CP003879.1	906800	907800	0.3614	0.0194
CP003879.1	907000	908000	0.3724	0.0108
CP003879.1	907200	908200	0.3664	0.0055
CP003879.1	907400	908400	0.3614	-0.0139
CP003879.1	907600	908600	0.3514	0.0313
CP003879.1	907800	908800	0.3383	0.0473
CP003879.1	908000	909000	0.3403	0.0000
CP003879.1	908200	909200	0.3403	0.0412
CP003879.1	908400	909400	0.3333	0.0811
CP003879.1	908600	909600	0.3353	0.0627
CP003879.1	908800	909800	0.3604	0.0444
CP003879.1	909000	910000	0.3804	0.1053
CP003879.1	909200	910200	0.3894	0.0694
CP003879.1	909400	910400	0.4054	0.0469
CP003879.1	909600	910600	0.4064	0.0394
CP003879.1	909800	910800	0.3904	0.0051
CP003879.1	910000	911000	0.3664	-0.0328
CP003879.1	910200	911200	0.3734	-0.0134
CP003879.1	910400	911400	0.3874	-0.0491
CP003879.1	910600	911600	0.3874	-0.0594
CP003879.1	910800	911800	0.3944	0.0102
CP003879.1	911000	912000	0.4034	-0.0124
CP003879.1	911200	912200	0.3884	-0.0309
CP003879.1	911400	912400	0.3684	-0.0272
CP003879.1	911600	912600	0.3564	-0.0169
CP003879.1	911800	912800	0.3564	-0.0506
CP003879.1	912000	913000	0.3534	-0.0085
CP003879.1	912200	913200	0.3674	-0.0027
CP003879.1	912400	913400	0.3614	0.0249
CP003879.1	912600	913600	0.3684	0.0109
CP003879.1	912800	913800	0.3694	-0.0190
CP003879.1	913000	914000	0.3774	-0.0186
CP003879.1	913200	914200	0.3704	-0.0432
CP003879.1	913400	914400	0.3844	-0.0417
CP003879.1	913600	914600	0.3924	-0.0255
CP003879.1	913800	914800	0.3914	-0.0026
CP003879.1	914000	915000	0.3774	-0.0345
CP003879.1	914200	915200	0.3764	-0.0319
CP003879.1	914400	915400	0.3614	-0.0582
CP003879.1	914600	915600	0.3514	-0.0997
CP003879.1	914800	915800	0.3504	-0.1314
CP003879.1	915000	916000	0.3483	-0.1437
CP003879.1	915200	916200	0.3253	-0.1385
CP003879.1	915400	916400	0.3323	-0.0663
CP003879.1	915600	916600	0.3423	0.0000
CP003879.1	915800	916800	0.3453	0.0551
CP003879.1	916000	917000	0.3584	0.0894
CP003879.1	916200	917200	0.3934	0.0992
CP003879.1	916400	917400	0.4124	0.0534
CP003879.1	916600	917600	0.4004	-0.0050
CP003879.1	916800	917800	0.3844	-0.0260
CP003879.1	917000	918000	0.3834	-0.0496
CP003879.1	917200	918200	0.3754	-0.1200
CP003879.1	917400	918400	0.3493	-0.1060
CP003879.1	917600	918600	0.3534	-0.0652
CP003879.1	917800	918800	0.3774	-0.0557
CP003879.1	918000	919000	0.3744	-0.0428
CP003879.1	918200	919200	0.3744	-0.0267
CP003879.1	918400	919400	0.3794	-0.0290
CP003879.1	918600	919600	0.3914	-0.0332
CP003879.1	918800	919800	0.3774	-0.0186
CP003879.1	919000	920000	0.3694	-0.0027
CP003879.1	919200	920200	0.3804	0.0053
CP003879.1	919400	920400	0.3874	-0.0181
CP003879.1	919600	920600	0.3834	-0.0287
CP003879.1	919800	920800	0.3784	-0.0212
CP003879.1	920000	921000	0.3854	-0.0234
CP003879.1	920200	921200	0.3804	-0.0158
CP003879.1	920400	921400	0.3814	-0.0394
CP003879.1	920600	921600	0.3834	-0.0392
CP003879.1	920800	921800	0.3934	-0.0483
CP003879.1	921000	922000	0.3974	-0.0730
CP003879.1	921200	922200	0.3964	-0.1061
CP003879.1	921400	922400	0.3904	-0.0359
CP003879.1	921600	922600	0.3854	0.0130
CP003879.1	921800	922800	0.3884	0.0464
CP003879.1	922000	923000	0.3884	0.0876
CP003879.1	922200	923200	0.3894	0.1465
CP003879.1	922400	923400	0.4034	0.1067
CP003879.1	922600	923600	0.4074	0.0565
CP003879.1	922800	923800	0.3774	0.0027
CP003879.1	923000	924000	0.3654	0.0082
CP003879.1	923200	924200	0.3624	0.0276
CP003879.1	923400	924400	0.3514	0.0541
CP003879.1	923600	924600	0.3423	0.1228
CP003879.1	923800	924800	0.3574	0.1541
CP003879.1	924000	925000	0.3564	0.1348
CP003879.1	924200	925200	0.3483	0.1322
CP003879.1	924400	925400	0.3363	0.1190
CP003879.1	924600	925600	0.3353	0.1045
CP003879.1	924800	925800	0.3253	0.1323
CP003879.1	925000	926000	0.3163	0.1266
CP003879.1	925200	926200	0.3043	0.0724
CP003879.1	925400	926400	0.2903	0.0621
CP003879.1	925600	926600	0.2773	-0.0108
CP003879.1	925800	926800	0.2863	-0.0629
CP003879.1	926000	927000	0.3103	-0.0968
CP003879.1	926200	927200	0.3393	-0.1209
CP003879.1	926400	927400	0.3544	-0.1412
CP003879.1	926600	927600	0.3654	-0.1397
CP003879.1	926800	927800	0.3614	-0.1136
CP003879.1	927000	928000	0.3534	-0.0822
CP003879.1	927200	928200	0.3163	-0.0063
CP003879.1	927400	928400	0.3103	0.0710
CP003879.1	927600	928600	0.3033	0.0693
CP003879.1	927800	928800	0.3053	-0.0033
CP003879.1	928000	929000	0.2963	-0.0068
CP003879.1	928200	929200	0.3283	-0.0732
CP003879.1	928400	929400	0.3323	-0.0964
CP003879.1	928600	929600	0.3283	-0.0488
CP003879.1	928800	929800	0.3173	-0.0032
CP003879.1	929000	930000	0.3273	-0.0153
CP003879.1	929200	930200	0.3203	-0.0500
CP003879.1	929400	930400	0.3163	-0.0886
CP003879.1	929600	930600	0.3243	-0.1481
CP003879.1	929800	930800	0.3504	-0.1257
CP003879.1	930000	931000	0.3363	-0.1488
CP003879.1	930200	931200	0.3283	-0.1037
CP003879.1	930400	931400	0.3193	-0.0846
CP003879.1	930600	931600	0.3123	-0.0769
CP003879.1	930800	931800	0.2953	-0.1119
CP003879.1	931000	932000	0.3073	-0.0814
CP003879.1	931200	932200	0.3033	-0.0495
CP003879.1	931400	932400	0.3063	-0.0458
CP003879.1	931600	932600	0.3023	-0.0265
CP003879.1	931800	932800	0.2893	-0.0173
CP003879.1	932000	933000	0.2863	0.0490
CP003879.1	932200	933200	0.2853	-0.0175
CP003879.1	932400	933400	0.2933	-0.0171
CP003879.1	932600	933600	0.3003	-0.0267
CP003879.1	932800	933800	0.3063	-0.0065
CP003879.1	933000	934000	0.2963	-0.1351
CP003879.1	933200	934200	0.3003	-0.0867
CP003879.1	933400	934400	0.3053	-0.0361
CP003879.1	933600	934600	0.3073	-0.0228
CP003879.1	933800	934800	0.3163	-0.0253
CP003879.1	934000	935000	0.3203	0.0500
CP003879.1	934200	935200	0.3263	0.0736
CP003879.1	934400	935400	0.3223	0.0062
CP003879.1	934600	935600	0.3443	0.0291
CP003879.1	934800	935800	0.3674	0.0191
CP003879.1	935000	936000	0.3864	0.0052
CP003879.1	935200	936200	0.3914	-0.0281
CP003879.1	935400	936400	0.3884	-0.0567
CP003879.1	935600	936600	0.3734	-0.0617
CP003879.1	935800	936800	0.3514	-0.1054
CP003879.1	936000	937000	0.3373	-0.0861
CP003879.1	936200	937200	0.3323	-0.0542
CP003879.1	936400	937400	0.3393	0.0147
CP003879.1	936600	937600	0.3283	0.0061
CP003879.1	936800	937800	0.3383	0.0296
CP003879.1	937000	938000	0.3483	0.0172
CP003879.1	937200	938200	0.3433	-0.0029
CP003879.1	937400	938400	0.3353	0.0269
CP003879.1	937600	938600	0.3453	-0.0145
CP003879.1	937800	938800	0.3423	0.0526
CP003879.1	938000	939000	0.3524	0.0568
CP003879.1	938200	939200	0.3714	0.0404
CP003879.1	938400	939400	0.3724	0.0538
CP003879.1	938600	939600	0.3664	0.0437
CP003879.1	938800	939800	0.3654	-0.0027
CP003879.1	939000	940000	0.3453	-0.0145
CP003879.1	939200	940200	0.3463	0.0405
CP003879.1	939400	940400	0.3594	0.0195
CP003879.1	939600	940600	0.3654	0.0630
CP003879.1	939800	940800	0.3774	0.0822
CP003879.1	940000	941000	0.3764	0.0851
CP003879.1	940200	941200	0.3554	0.0648
CP003879.1	940400	941400	0.3353	0.0388
CP003879.1	940600	941600	0.3363	-0.0536
CP003879.1	940800	941800	0.3343	-0.0778
CP003879.1	941000	942000	0.3483	-0.0920
CP003879.1	941200	942200	0.3804	-0.0579
CP003879.1	941400	942400	0.3954	-0.0380
CP003879.1	941600	942600	0.3794	0.0079
CP003879.1	941800	942800	0.3744	-0.0588
CP003879.1	942000	943000	0.3684	-0.1141
CP003879.1	942200	943200	0.3594	-0.1811
CP003879.1	942400	943400	0.3604	-0.2722
CP003879.1	942600	943600	0.3834	-0.3055
CP003879.1	942800	943800	0.3824	-0.2880
CP003879.1	943000	944000	0.3714	-0.2884
CP003879.1	943200	944200	0.3534	-0.3144
CP003879.1	943400	944400	0.3493	-0.3009
CP003879.1	943600	944600	0.3303	-0.2848
CP003879.1	943800	944800	0.3253	-0.2431
CP003879.1	944000	945000	0.3273	-0.1927
CP003879.1	944200	945200	0.3504	-0.1486
CP003879.1	944400	945400	0.3584	-0.0391
CP003879.1	944600	945600	0.3804	-0.0053
CP003879.1	944800	945800	0.3994	0.0175
CP003879.1	945000	946000	0.4164	0.0481
CP003879.1	945200	946200	0.4184	0.0287
CP003879.1	945400	946400	0.3974	0.0126
CP003879.1	945600	946600	0.3854	0.0597
CP003879.1	945800	946800	0.3684	0.0543
CP003879.1	946000	947000	0.3504	0.0800
CP003879.1	946200	947200	0.3303	0.1455
CP003879.1	946400	947400	0.3453	0.1710
CP003879.1	946600	947600	0.3423	0.1462
CP003879.1	946800	947800	0.3514	0.1168
CP003879.1	947000	948000	0.3383	0.0651
CP003879.1	947200	948200	0.3223	0.0932
CP003879.1	947400	948400	0.3003	0.0667
CP003879.1	947600	948600	0.2853	0.0737
CP003879.1	947800	948800	0.2422	0.1405
CP003879.1	948000	949000	0.2422	0.2727
CP003879.1	948200	949200	0.2372	0.2405
CP003879.1	948400	949400	0.2432	0.1934
CP003879.1	948600	949600	0.2503	0.2480
CP003879.1	948800	949800	0.2603	0.2154
CP003879.1	949000	950000	0.2553	0.1216
CP003879.1	949200	950200	0.2563	0.1172
CP003879.1	949400	950400	0.2653	0.1774
CP003879.1	949600	950600	0.2713	0.1292
CP003879.1	949800	950800	0.3083	0.0844
CP003879.1	950000	951000	0.3193	0.1411
CP003879.1	950200	951200	0.3323	0.1506
CP003879.1	950400	951400	0.3323	0.1325
CP003879.1	950600	951600	0.3393	0.1150
CP003879.1	950800	951800	0.3373	0.1098
CP003879.1	951000	952000	0.3433	0.0496
CP003879.1	951200	952200	0.3654	0.0192
CP003879.1	951400	952400	0.3764	0.0160
CP003879.1	951600	952600	0.3864	0.0207
CP003879.1	951800	952800	0.3884	0.0670
CP003879.1	952000	953000	0.4024	0.0796
CP003879.1	952200	953200	0.4024	0.1045
CP003879.1	952400	953400	0.4094	0.1149
CP003879.1	952600	953600	0.4064	0.1281
CP003879.1	952800	953800	0.3914	0.1304
CP003879.1	953000	954000	0.3864	0.1295
CP003879.1	953200	954200	0.3664	0.1093
CP003879.1	953400	954400	0.3604	0.1389
CP003879.1	953600	954600	0.3554	0.1268
CP003879.1	953800	954800	0.3363	0.0952
CP003879.1	954000	955000	0.3203	0.1062
CP003879.1	954200	955200	0.3173	0.1230
CP003879.1	954400	955400	0.3103	0.0323
CP003879.1	954600	955600	0.3053	0.0164
CP003879.1	954800	955800	0.3183	0.0377
CP003879.1	955000	956000	0.3183	0.0566
CP003879.1	955200	956200	0.3323	0.0301
CP003879.1	955400	956400	0.3403	0.1000
CP003879.1	955600	956600	0.3273	0.1560
CP003879.1	955800	956800	0.3273	0.1743
CP003879.1	956000	957000	0.3473	0.1412
CP003879.1	956200	957200	0.3393	0.1327
CP003879.1	956400	957400	0.3393	0.0737
CP003879.1	956600	957600	0.3524	0.0568
CP003879.1	956800	957800	0.3714	0.0566
CP003879.1	957000	958000	0.3333	0.0631
CP003879.1	957200	958200	0.3363	0.1012
CP003879.1	957400	958400	0.3223	0.0745
CP003879.1	957600	958600	0.3193	-0.0533
CP003879.1	957800	958800	0.2963	-0.0743
CP003879.1	958000	959000	0.3073	-0.1466
CP003879.1	958200	959200	0.2993	-0.1906
CP003879.1	958400	959400	0.3043	-0.1974
CP003879.1	958600	959600	0.3063	-0.1765
CP003879.1	958800	959800	0.3213	-0.2150
CP003879.1	959000	960000	0.3313	-0.1662
CP003879.1	959200	960200	0.3283	-0.2073
CP003879.1	959400	960400	0.3373	-0.1513
CP003879.1	959600	960600	0.3413	-0.1261
CP003879.1	959800	960800	0.3303	-0.1273
CP003879.1	960000	961000	0.3263	-0.1656
CP003879.1	960200	961200	0.3353	-0.1522
CP003879.1	960400	961400	0.3223	-0.1988
CP003879.1	960600	961600	0.3143	-0.1783
CP003879.1	960800	961800	0.3193	-0.2038
CP003879.1	961000	962000	0.3213	-0.1776
CP003879.1	961200	962200	0.3233	-0.1765
CP003879.1	961400	962400	0.3273	-0.1560
CP003879.1	961600	962600	0.3273	-0.1254
CP003879.1	961800	962800	0.3263	-0.0613
CP003879.1	962000	963000	0.3283	-0.0610
CP003879.1	962200	963200	0.3243	-0.0864
CP003879.1	962400	963400	0.3263	-0.1227
CP003879.1	962600	963600	0.3313	-0.1722
CP003879.1	962800	963800	0.3373	-0.2285
CP003879.1	963000	964000	0.3393	-0.2743
CP003879.1	963200	964200	0.3463	-0.2775
CP003879.1	963400	964400	0.3433	-0.3236
CP003879.1	963600	964600	0.3483	-0.2644
CP003879.1	963800	964800	0.3514	-0.2251
CP003879.1	964000	965000	0.3443	-0.1686
CP003879.1	964200	965200	0.3544	-0.1638
CP003879.1	964400	965400	0.3493	-0.1117
CP003879.1	964600	965600	0.3313	-0.1601
CP003879.1	964800	965800	0.3303	-0.1455
CP003879.1	965000	966000	0.3413	-0.1261
CP003879.1	965200	966200	0.3333	-0.1171
CP003879.1	965400	966400	0.3514	-0.0769
CP003879.1	965600	966600	0.3644	-0.0330
CP003879.1	965800	966800	0.3584	-0.0726
CP003879.1	966000	967000	0.3443	-0.0640
CP003879.1	966200	967200	0.3544	0.0000
CP003879.1	966400	967400	0.3534	-0.0652
CP003879.1	966600	967600	0.3504	-0.1257
CP003879.1	966800	967800	0.3504	-0.1143
CP003879.1	967000	968000	0.3654	-0.1178
CP003879.1	967200	968200	0.3644	-0.1429
CP003879.1	967400	968400	0.3634	-0.0303
CP003879.1	967600	968600	0.3824	0.0209
CP003879.1	967800	968800	0.3964	0.0303
CP003879.1	968000	969000	0.4054	0.0815
CP003879.1	968200	969200	0.4134	0.1332
CP003879.1	968400	969400	0.4164	0.0625
CP003879.1	968600	969600	0.4034	0.0868
CP003879.1	968800	969800	0.4054	0.1160
CP003879.1	969000	970000	0.3944	-0.0051
CP003879.1	969200	970200	0.3754	-0.0773
CP003879.1	969400	970400	0.3584	-0.0838
CP003879.1	969600	970600	0.3674	-0.1063
CP003879.1	969800	970800	0.3714	-0.1590
CP003879.1	970000	971000	0.3744	-0.0749
CP003879.1	970200	971200	0.3694	-0.0352
CP003879.1	970400	971400	0.3924	-0.0510
CP003879.1	970600	971600	0.3844	-0.0573
CP003879.1	970800	971800	0.3764	-0.0426
CP003879.1	971000	972000	0.3704	-0.0757
CP003879.1	971200	972200	0.3914	-0.0537
CP003879.1	971400	972400	0.3834	0.0026
CP003879.1	971600	972600	0.3894	-0.0129
CP003879.1	971800	972800	0.3904	0.0154
CP003879.1	972000	973000	0.4014	0.0374
CP003879.1	972200	973200	0.3854	-0.0026
CP003879.1	972400	973400	0.3764	0.0053
CP003879.1	972600	973600	0.3634	-0.0028
CP003879.1	972800	973800	0.3534	-0.0198
CP003879.1	973000	974000	0.3493	-0.0029
CP003879.1	973200	974200	0.3463	-0.0116
CP003879.1	973400	974400	0.3514	-0.0142
CP003879.1	973600	974600	0.3544	-0.0452
CP003879.1	973800	974800	0.3644	0.0110
CP003879.1	974000	975000	0.3554	0.0479
CP003879.1	974200	975200	0.3413	0.1026
CP003879.1	974400	975400	0.3323	0.0904
CP003879.1	974600	975600	0.3373	0.1691
CP003879.1	974800	975800	0.3233	0.1517
CP003879.1	975000	976000	0.3053	0.0689
CP003879.1	975200	976200	0.3163	0.0823
CP003879.1	975400	976400	0.3163	0.0570
CP003879.1	975600	976600	0.3153	-0.0222
CP003879.1	975800	976800	0.3393	-0.1091
CP003879.1	976000	977000	0.3383	-0.0710
CP003879.1	976200	977200	0.3273	-0.1131
CP003879.1	976400	977400	0.3123	-0.0641
CP003879.1	976600	977600	0.3073	0.0554
CP003879.1	976800	977800	0.2753	0.1273
CP003879.1	977000	978000	0.2773	0.1480
CP003879.1	977200	978200	0.2753	0.1564
CP003879.1	977400	978400	0.2823	0.1631
CP003879.1	977600	978600	0.2673	0.0712
CP003879.1	977800	978800	0.2673	0.0712
CP003879.1	978000	979000	0.2783	0.0288
CP003879.1	978200	979200	0.2783	0.0288
CP003879.1	978400	979400	0.2823	0.0142
CP003879.1	978600	979600	0.2963	0.0743
CP003879.1	978800	979800	0.3003	0.0933
CP003879.1	979000	980000	0.2863	0.1119
CP003879.1	979200	980200	0.3143	0.0510
CP003879.1	979400	980400	0.3233	0.0712
CP003879.1	979600	980600	0.3233	0.0341
CP003879.1	979800	980800	0.3313	0.0211
CP003879.1	980000	981000	0.3433	-0.0204
CP003879.1	980200	981200	0.3283	0.0366
CP003879.1	980400	981400	0.3163	-0.0506
CP003879.1	980600	981600	0.3043	-0.0197
CP003879.1	980800	981800	0.2943	-0.0476
CP003879.1	981000	982000	0.2973	-0.0370
CP003879.1	981200	982200	0.3023	-0.1391
CP003879.1	981400	982400	0.3183	-0.1006
CP003879.1	981600	982600	0.3293	-0.0881
CP003879.1	981800	982800	0.3473	-0.0893
CP003879.1	982000	983000	0.3483	-0.1207
CP003879.1	982200	983200	0.3293	-0.0821
CP003879.1	982400	983400	0.3303	-0.0485
CP003879.1	982600	983600	0.3263	-0.0982
CP003879.1	982800	983800	0.3173	-0.1356
CP003879.1	983000	984000	0.3063	-0.0588
CP003879.1	983200	984200	0.3073	-0.0228
CP003879.1	983400	984400	0.2953	-0.0169
CP003879.1	983600	984600	0.2933	-0.0239
CP003879.1	983800	984800	0.2973	0.0303
CP003879.1	984000	985000	0.3013	-0.0033
CP003879.1	984200	985200	0.3083	-0.0325
CP003879.1	984400	985400	0.3063	-0.0458
CP003879.1	984600	985600	0.3053	-0.0033
CP003879.1	984800	985800	0.3073	0.0749
CP003879.1	985000	986000	0.3183	0.0755
CP003879.1	985200	986200	0.3193	0.0219
CP003879.1	985400	986400	0.3373	-0.0089
CP003879.1	985600	986600	0.3433	-0.0729
CP003879.1	985800	986800	0.3393	-0.0914
CP003879.1	986000	987000	0.3373	-0.1098
CP003879.1	986200	987200	0.3103	-0.0710
CP003879.1	986400	987400	0.3033	-0.0693
CP003879.1	986600	987600	0.3093	-0.0162
CP003879.1	986800	987800	0.3203	-0.0563
CP003879.1	987000	988000	0.3143	-0.0510
CP003879.1	987200	988200	0.3443	-0.0465
CP003879.1	987400	988400	0.3363	-0.0774
CP003879.1	987600	988600	0.3183	-0.0566
CP003879.1	987800	988800	0.3033	-0.0693
CP003879.1	988000	989000	0.3133	-0.1310
CP003879.1	988200	989200	0.3093	-0.1586
CP003879.1	988400	989400	0.3223	-0.1056
CP003879.1	988600	989600	0.3393	-0.1563
CP003879.1	988800	989800	0.3363	-0.1845
CP003879.1	989000	990000	0.3283	-0.1585
CP003879.1	989200	990200	0.3253	-0.1138
CP003879.1	989400	990400	0.3183	-0.1195
CP003879.1	989600	990600	0.3113	-0.0804
CP003879.1	989800	990800	0.3263	-0.0429
CP003879.1	990000	991000	0.3193	0.0282
CP003879.1	990200	991200	0.3173	0.0095
CP003879.1	990400	991400	0.3203	-0.0250
CP003879.1	990600	991600	0.3293	-0.0030
CP003879.1	990800	991800	0.3313	-0.0211
CP003879.1	991000	992000	0.3363	-0.0714
CP003879.1	991200	992200	0.3493	-0.1347
CP003879.1	991400	992400	0.3453	-0.0783
CP003879.1	991600	992600	0.3524	-0.0795
CP003879.1	991800	992800	0.3493	-0.1347
CP003879.1	992000	993000	0.3644	-0.1044
CP003879.1	992200	993200	0.3624	-0.0829
CP003879.1	992400	993400	0.3614	-0.1634
CP003879.1	992600	993600	0.3524	-0.2045
CP003879.1	992800	993800	0.3594	-0.1811
CP003879.1	993000	994000	0.3323	-0.1928
CP003879.1	993200	994200	0.3233	-0.1889
CP003879.1	993400	994400	0.3223	-0.1677
CP003879.1	993600	994600	0.3193	-0.1599
CP003879.1	993800	994800	0.3003	-0.0933
CP003879.1	994000	995000	0.3293	-0.0699
CP003879.1	994200	995200	0.3463	-0.0462
CP003879.1	994400	995400	0.3584	0.0056
CP003879.1	994600	995600	0.3584	0.0279
CP003879.1	994800	995800	0.3684	-0.0163
CP003879.1	995000	996000	0.3584	0.0056
CP003879.1	995200	996200	0.3594	-0.0251
CP003879.1	995400	996400	0.3614	-0.0526
CP003879.1	995600	996600	0.3624	-0.0718
CP003879.1	995800	996800	0.3714	-0.0350
CP003879.1	996000	997000	0.3844	-0.1042
CP003879.1	996200	997200	0.3864	-0.0259
CP003879.1	996400	997400	0.3774	0.0345
CP003879.1	996600	997600	0.3754	0.0400
CP003879.1	996800	997800	0.3604	0.0111
CP003879.1	997000	998000	0.3473	0.0490
CP003879.1	997200	998200	0.3453	-0.0841
CP003879.1	997400	998400	0.3483	-0.1667
CP003879.1	997600	998600	0.3644	-0.1978
CP003879.1	997800	998800	0.3784	-0.1693
CP003879.1	998000	999000	0.3694	-0.2033
CP003879.1	998200	999200	0.3594	-0.1031
CP003879.1	998400	999400	0.3383	-0.1243
