SeqID	Source	Start	End	Strand	Partial	COG	COGcolor
CP003879.1	Prodigal	1098775	1099569	-	00	#	#
CP003879.1	Prodigal	1099547	1100221	-	00	408490385 | hydrolase/phosphatase YjjB/YfnB-like, HAD superfamily [Psychroflexus torquis ATCC 700755] | COG0546 | C | 100.0	C
CP003879.1	Prodigal	1100218	1101504	-	00	#	#
CP003879.1	Prodigal	1101508	1102206	-	00	408490387 | DNA repair protein or nuclease RadC [Psychroflexus torquis ATCC 700755] | COG2003 | L | 100.0	L
CP003879.1	Prodigal	1102342	1102920	+	00	408490388 | FMN-binding negative transcriptional regulator PaiB-like protein [Psychroflexus torquis ATCC 700755] | COG2808 | T | 100.0	T
CP003879.1	Prodigal	1102923	1104278	-	00	408490389 | UDP-N-acetylmuramate-L-alanine ligase MurC [Psychroflexus torquis ATCC 700755] | COG0773 | M | 100.0	M
CP003879.1	Prodigal	1104403	1105719	-	00	408490390 | S-adenosyl-L-homocysteine hydrolase [Psychroflexus torquis ATCC 700755] | COG0499 | H | 100.0	H
CP003879.1	Prodigal	1105774	1106406	+	00	408490391 | hypothetical protein P700755_001038 [Psychroflexus torquis ATCC 700755] | COG2091 | H | 100.0	H
CP003879.1	Prodigal	1106387	1106653	+	00	#	#
CP003879.1	Prodigal	1106739	1107005	+	00	#	#
CP003879.1	Prodigal	1106998	1108365	-	00	408490392 | saccharopine dehydrogenase NADP-dependent (L-glutamate-forming) [Psychroflexus torquis ATCC 700755] | COG1748 | E | 100.0	E
CP003879.1	Prodigal	1108437	1108829	+	00	408490393 | hypothetical protein P700755_001042 [Psychroflexus torquis ATCC 700755] | COG2363 | S | 100.0	S
CP003879.1	Prodigal	1108905	1110500	+	00	408490394 | phosphoenolpyruvate carboxykinase PckA [Psychroflexus torquis ATCC 700755] | COG1866 | C | 100.0	C
CP003879.1	Prodigal	1110583	1111320	-	00	408490395 | uroporphyrinogen-III synthase HemD [Psychroflexus torquis ATCC 700755] | COG1587 | H | 100.0	H
CP003879.1	Prodigal	1111351	1111992	-	00	#	#
CP003879.1	Prodigal	1112097	1112822	+	00	408490397 | dolichol-phosphate mannosyltransferase [Psychroflexus torquis ATCC 700755] | COG0463 | M | 100.0	M
CP003879.1	Prodigal	1112826	1114166	+	00	408490398 | dihydroorotase PyrC [Psychroflexus torquis ATCC 700755] | COG0044 | F | 100.0	F
CP003879.1	Prodigal	1114167	1114619	+	00	#	#
CP003879.1	Prodigal	1114620	1115615	-	00	408490400 | dihydroflavonol 4-reductase family protein [Psychroflexus torquis ATCC 700755] | COG0451 | M | 100.0	M
CP003879.1	Prodigal	1115689	1116984	+	00	408490401 | tyrosyl-tRNA synthetase TyrS [Psychroflexus torquis ATCC 700755] | COG0162 | J | 100.0	J
CP003879.1	Prodigal	1117426	1118190	+	00	408490402 | ExoIII family purinic/apyrimidinic (AP) endonuclease XthA-like protein [Psychroflexus torquis ATCC 700755] | COG0708 | L | 100.0	L
CP003879.1	Prodigal	1118230	1119189	+	00	408490403 | peptidoglycan-binding lipoprotein ion transport porin , OmpA family [Psychroflexus torquis ATCC 700755] | COG1360 | N | 100.0	N
CP003879.1	Prodigal	1119216	1119884	-	00	408490404 | two component response regulator [Psychroflexus torquis ATCC 700755] | COG2197 | TK | 100.0	TK
CP003879.1	Prodigal	1119890	1121890	-	00	408490405 | two component sensor histidine kinase [Psychroflexus torquis ATCC 700755] | COG4585 | T | 100.0	T
CP003879.1	Prodigal	1121934	1122113	-	00	#	#
CP003879.1	Prodigal	1122611	1122949	+	00	408490407 | single-stranded DNA-binding protein Ssb [Psychroflexus torquis ATCC 700755] | COG0629 | L | 100.0	L
CP003879.1	Prodigal	1123090	1125771	-	00	#	#
CP003879.1	Prodigal	1125834	1126553	-	00	#	#
CP003879.1	Prodigal	1126694	1128127	+	00	408490410 | transposase [Psychroflexus torquis ATCC 700755] | COG3385 | X | 100.0	X
CP003879.1	Prodigal	1128296	1129039	-	00	#	#
CP003879.1	Prodigal	1129045	1129734	-	00	#	#
CP003879.1	Prodigal	1130166	1130438	-	00	#	#
CP003879.1	Prodigal	1130465	1131178	-	00	#	#
CP003879.1	Prodigal	1131238	1131444	-	00	#	#
CP003879.1	Prodigal	1131521	1131955	-	00	408490416 | transposase [Psychroflexus torquis ATCC 700755] | COG1943 | X | 100.0	X
CP003879.1	Prodigal	1132314	1133261	-	00	408490417 | D-3-phosphoglycerate dehydrogenase SerA-like protein [Psychroflexus torquis ATCC 700755] | COG0111 | HR | 100.0	HR
CP003879.1	Prodigal	1133302	1133712	-	00	408490418 | acyl-ACP thioesterase [Psychroflexus torquis ATCC 700755] | COG0824 | I | 100.0	I
CP003879.1	Prodigal	1133714	1135063	-	00	408490419 | Mg/Co/Ni transporter MgtE [Psychroflexus torquis ATCC 700755] | COG2239 | P | 100.0	P
CP003879.1	Prodigal	1135053	1135919	-	00	408490420 | S-adenosylmethionine-6-N',N'-adenosyl (rRNA) dimethyltransferase KsgA [Psychroflexus torquis ATCC 700755] | COG0030 | J | 100.0	J
CP003879.1	Prodigal	1135916	1136227	-	00	#	#
CP003879.1	Prodigal	1136230	1138020	-	00	408490422 | hypothetical protein P700755_001071 [Psychroflexus torquis ATCC 700755] | COG4105 | M | 100.0	M
CP003879.1	Prodigal	1138135	1139406	-	00	408490423 | seryl-tRNA synthetase SerS [Psychroflexus torquis ATCC 700755] | COG0172 | J | 100.0	J
CP003879.1	Prodigal	1139972	1140268	-	00	#	#
CP003879.1	Prodigal	1140265	1141116	-	00	408490425 | molecular co-chaperone DnaJ [Psychroflexus torquis ATCC 700755] | COG0484 | O | 100.0	O
CP003879.1	Prodigal	1141226	1141486	-	00	#	#
CP003879.1	Prodigal	1141652	1142644	-	00	408490427 | dehydrogenase/oxidoreductase, NADB_Rossmann superfamily [Psychroflexus torquis ATCC 700755] | COG0673 | R | 100.0	R
CP003879.1	Prodigal	1142914	1143642	+	00	408490428 | phenylalanine-4-hydroxylase PhhA [Psychroflexus torquis ATCC 700755] | COG3186 | E | 100.0	E
CP003879.1	Prodigal	1143843	1145075	+	00	408490429 | beta-lactamase-like enzyme, transpeptidase superfamily [Psychroflexus torquis ATCC 700755] | COG1680 | V | 100.0	V
CP003879.1	Prodigal	1145090	1145722	-	00	#	#
CP003879.1	Prodigal	1145810	1148296	-	00	298207684 | hypothetical protein CA2559_05500 [Croceibacter atlanticus HTCC2559] | COG5549 | O | 74.6	O
CP003879.1	Prodigal	1148439	1148852	-	00	408490432 | transmembrane protein involved in transport of sulfur-containing compounds [Psychroflexus torquis ATCC 700755] | COG2391 | R | 100.0	R
CP003879.1	Prodigal	1148857	1149411	-	00	408490433 | outer membrane protein channel protein [Psychroflexus torquis ATCC 700755] | COG2391 | R | 100.0	R
CP003879.1	Prodigal	1149588	1150232	+	00	#	#
CP003879.1	Prodigal	1150446	1151774	-	00	408490435 | adenosylmethionine-8-amino-7-oxononanoate aminotransferase BioA [Psychroflexus torquis ATCC 700755] | COG0161 | H | 100.0	H
CP003879.1	Prodigal	1151841	1152464	-	00	408490436 | dethiobiotin synthetase BioD [Psychroflexus torquis ATCC 700755] | COG0132 | H | 100.0	H
CP003879.1	Prodigal	1152457	1153545	-	00	#	#
CP003879.1	Prodigal	1153550	1154704	-	00	408490438 | 8-amino-7-oxononanoate synthase BioF [Psychroflexus torquis ATCC 700755] | COG0156 | H | 100.0	H
CP003879.1	Prodigal	1154676	1155077	-	00	408490439 | Na(+)/H(+) antiporter subunit G MnhG [Psychroflexus torquis ATCC 700755] | COG1320 | P | 100.0	P
CP003879.1	Prodigal	1155070	1155345	-	00	408490440 | Na(+)/H(+) antiporter subunit F MnhF [Psychroflexus torquis ATCC 700755] | COG2212 | P | 100.0	P
CP003879.1	Prodigal	1155342	1155824	-	00	408490441 | Na(+)/H(+) antiporter subunit E MnhE [Psychroflexus torquis ATCC 700755] | COG1863 | P | 100.0	P
CP003879.1	Prodigal	1155831	1157339	-	00	408490442 | Na(+)/H(+) antiporter subunit D MhnD [Psychroflexus torquis ATCC 700755] | COG0651 | CP | 100.0	CP
CP003879.1	Prodigal	1157336	1157689	-	00	408490443 | Na(+)/H(+) antiporter subunit C MhnC [Psychroflexus torquis ATCC 700755] | COG1006 | P | 100.0	P
CP003879.1	Prodigal	1157690	1158103	-	00	408490444 | Na(+)/H(+) antiporter subunit B MhnB [Psychroflexus torquis ATCC 700755] | COG2111 | P | 100.0	P
CP003879.1	Prodigal	1158105	1160411	-	00	408490445 | Na(+)/H(+) antiporter subunit A MhnA [Psychroflexus torquis ATCC 700755] | COG2111 | P | 100.0	P
CP003879.1	Prodigal	1160560	1160973	-	00	408490446 | hydroperoxide peroxidase, OsmC family [Psychroflexus torquis ATCC 700755] | COG1764 | V | 100.0	V
CP003879.1	Prodigal	1161064	1161267	-	00	#	#
CP003879.1	Prodigal	1161287	1162342	-	00	408490448 | thiamine-monophosphate kinase ThiL [Psychroflexus torquis ATCC 700755] | COG0611 | H | 100.0	H
CP003879.1	Prodigal	1162475	1163893	+	00	408490449 | secreted protein, putative [Psychroflexus torquis ATCC 700755] | COG5276 | S | 99.8	S
CP003879.1	Prodigal	1163893	1165260	+	00	#	#
CP003879.1	Prodigal	1165262	1166020	+	00	#	#
CP003879.1	Prodigal	1166030	1167070	+	00	408490452 | diheme cytochrome peroxidase [Psychroflexus torquis ATCC 700755] | COG1858 | O | 100.0	O
CP003879.1	Prodigal	1167067	1168842	-	00	408490453 | glucoamylase [Psychroflexus torquis ATCC 700755] | COG3387 | G | 100.0	G
CP003879.1	Prodigal	1168923	1171136	+	00	408490454 | bifunctional alpha,alpha-trehalose-phosphate synthase/trehalose-6-phosphate phosphatase OstAB [Psychroflexus torquis ATCC 700755] | COG1877 | G | 100.0	G
CP003879.1	Prodigal	1171184	1171423	+	00	#	#
CP003879.1	Prodigal	1171484	1171696	-	00	#	#
CP003879.1	Prodigal	1172003	1172515	-	00	#	#
CP003879.1	Prodigal	1172520	1172879	-	00	408490458 | FeS assembly SUF system protein SufT [Psychroflexus torquis ATCC 700755] | COG2151 | O | 100.0	O
CP003879.1	Prodigal	1172848	1173279	-	00	408490459 | cysteine desulfurase sulfur acceptor subunit SufE [Psychroflexus torquis ATCC 700755] | COG2166 | O | 100.0	O
CP003879.1	Prodigal	1173272	1173715	-	00	408490460 | META superfamily protein [Psychroflexus torquis ATCC 700755] | COG3187 | O | 100.0	O
CP003879.1	Prodigal	1173712	1174956	-	00	408490461 | cysteine desulfurase catalytic subunit SufS [Psychroflexus torquis ATCC 700755] | COG0520 | E | 100.0	E
CP003879.1	Prodigal	1175007	1176320	-	00	408490462 | cysteine desulfurase activator complex protein SufD [Psychroflexus torquis ATCC 700755] | COG0719 | O | 100.0	O
CP003879.1	Prodigal	1176358	1177116	-	00	408490463 | cysteine desulfurase activator complex ATPase SufC [Psychroflexus torquis ATCC 700755] | COG0396 | O | 100.0	O
CP003879.1	Prodigal	1177126	1177521	-	00	#	#
CP003879.1	Prodigal	1177536	1178981	-	00	408490465 | cysteine desulfurase activator complex membrane protein SufB [Psychroflexus torquis ATCC 700755] | COG0719 | O | 100.0	O
CP003879.1	Prodigal	1178999	1179328	-	00	408490466 | iron-sulfur cluster assembly sccafold protein SufA [Psychroflexus torquis ATCC 700755] | COG0316 | O | 100.0	O
CP003879.1	Prodigal	1179504	1179983	-	00	#	#
CP003879.1	Prodigal	1179996	1181096	-	00	408490468 | DNA protecting protein involved in transformation DprA/Smf [Psychroflexus torquis ATCC 700755] | COG1948 | L | 100.0	L
CP003879.1	Prodigal	1181115	1182998	-	00	408490469 | Na+/H+ and/or K+/H+ antiporter, NhaP family [Psychroflexus torquis ATCC 700755] | COG0569 | P | 100.0	P
CP003879.1	Prodigal	1183096	1183956	+	00	408490470 | hypothetical protein P700755_001120 [Psychroflexus torquis ATCC 700755] | COG0491 | R | 100.0	R
CP003879.1	Prodigal	1183971	1185653	+	00	408490471 | subtilisin-like peptidase, peptidase S8_Novo_like family [Psychroflexus torquis ATCC 700755] | COG1404 | O | 100.0	O
CP003879.1	Prodigal	1185653	1187476	+	00	408490472 | Zn-dependent aminopeptidase, peptidase M1 family [Psychroflexus torquis ATCC 700755] | COG0308 | E | 100.0	E
CP003879.1	Prodigal	1187699	1187854	-	00	#	#
CP003879.1	Prodigal	1187904	1189100	-	00	408490473 | lipoprotein releasing ABC-type transporter permease LolE/LolC [Psychroflexus torquis ATCC 700755] | COG4591 | M | 100.0	M
CP003879.1	Prodigal	1189097	1189489	-	00	408490474 | ribosome-binding factor A RbfA [Psychroflexus torquis ATCC 700755] | COG0858 | J | 100.0	J
CP003879.1	Prodigal	1189576	1189980	+	00	408490475 | methylmalonyl-CoA epimerase [Psychroflexus torquis ATCC 700755] | COG0346 | Q | 100.0	Q
CP003879.1	Prodigal	1190623	1190838	+	00	#	#
CP003879.1	Prodigal	1190917	1191114	-	00	#	#
CP003879.1	Prodigal	1191551	1192687	-	00	408490476 | secreted metal-dependent hydrolase, amidohydrolase family protein [Psychroflexus torquis ATCC 700755] | COG1228 | Q | 100.0	Q
CP003879.1	Prodigal	1192728	1193072	-	00	#	#
CP003879.1	Prodigal	1193077	1193403	-	00	#	#
CP003879.1	Prodigal	1193511	1194860	-	00	408490479 | two-component histidine kinase sensor with 2TM superfamily domain [Psychroflexus torquis ATCC 700755] | COG2972 | T | 100.0	T
CP003879.1	Prodigal	1194911	1195333	-	00	408490480 | hypothetical protein P700755_001135 [Psychroflexus torquis ATCC 700755] | COG4704 | S | 100.0	S
CP003879.1	Prodigal	1195704	1196060	+	00	#	#
CP003879.1	Prodigal	1196518	1197114	+	00	343082777 | hypothetical protein [Cyclobacterium marinum DSM 745] | COG2267 | I | 54.8	I
CP003879.1	Prodigal	1197406	1197618	+	00	#	#
CP003879.1	Prodigal	1197652	1198155	+	00	408490484 | RNA polymerase ECF-type sigma factor RpoE-like protein [Psychroflexus torquis ATCC 700755] | COG1595 | K | 100.0	K
CP003879.1	Prodigal	1198157	1198798	+	00	#	#
CP003879.1	Prodigal	1198809	1199777	+	00	408490486 | zinc-dependent peptidase, M23 peptidase family [Psychroflexus torquis ATCC 700755] | COG0739 | M | 100.0	M
CP003879.1	Prodigal	1200066	1200443	-	00	#	#
CP003879.1	Prodigal	1200950	1201861	+	00	#	#
CP003879.1	Prodigal	1201865	1202116	+	00	#	#
CP003879.1	Prodigal	1202106	1203857	+	00	408490489 | ATP-binding protein, putative [Psychroflexus torquis ATCC 700755] | COG5293 | S | 100.0	S
CP003879.1	Prodigal	1203969	1205009	+	00	408490490 | transpeptidase superfamily protein [Psychroflexus torquis ATCC 700755] | COG1680 | V | 100.0	V
CP003879.1	Prodigal	1205161	1205475	+	00	#	#
CP003879.1	Prodigal	1205477	1205866	+	00	#	#
CP003879.1	Prodigal	1207265	1208704	+	00	408490493 | putative serine-rich protein [Psychroflexus torquis ATCC 700755] | COG4372 | S | 100.0	S
CP003879.1	Prodigal	1208716	1210125	+	00	#	#
CP003879.1	Prodigal	1210156	1211643	+	00	#	#
CP003879.1	Prodigal	1211731	1213017	+	00	408490496 | hypothetical protein P700755_001154 [Psychroflexus torquis ATCC 700755] | COG0790 | T | 100.0	T
CP003879.1	Prodigal	1213532	1213900	+	00	#	#
CP003879.1	Prodigal	1213913	1214152	+	00	#	#
CP003879.1	Prodigal	1215303	1215446	+	00	#	#
CP003879.1	Prodigal	1215825	1216163	+	00	408490500 | hypothetical protein P700755_001160 [Psychroflexus torquis ATCC 700755] | COG4680 | J | 100.0	J
CP003879.1	Prodigal	1216136	1216714	+	00	408490501 | addiction module antidote transcriptional regulator, VapI family [Psychroflexus torquis ATCC 700755] | COG3093 | V | 100.0	V
CP003879.1	Prodigal	1218082	1219188	+	00	#	#
CP003879.1	Prodigal	1219419	1219904	+	00	#	#
CP003879.1	Prodigal	1220010	1220468	+	00	#	#
CP003879.1	Prodigal	1220465	1221382	+	00	#	#
CP003879.1	Prodigal	1222175	1222693	+	00	408490504 | hypothetical protein P700755_001169 [Psychroflexus torquis ATCC 700755] | COG4319 | R | 100.0	R
CP003879.1	Prodigal	1223039	1223770	-	00	#	#
CP003879.1	Prodigal	1224042	1224749	-	00	408490506 | hypothetical protein P700755_001171 [Psychroflexus torquis ATCC 700755] | COG0500 | QR | 100.0	QR
CP003879.1	Prodigal	1225440	1228421	+	00	408490507 | zinc-dependent peptidase, peptidase M16 superfamily [Psychroflexus torquis ATCC 700755] | COG0612 | R | 100.0	R
CP003879.1	Prodigal	1228641	1229003	+	00	408490508 | cupin_2 superfamily protein [Psychroflexus torquis ATCC 700755] | COG0662 | G | 100.0	G
CP003879.1	Prodigal	1229199	1230629	+	00	408490509 | transposase [Psychroflexus torquis ATCC 700755] | COG3385 | X | 100.0	X
CP003879.1	Prodigal	1230722	1231960	+	00	408490510 | hypothetical protein P700755_001175 [Psychroflexus torquis ATCC 700755] | COG2312 | Q | 100.0	Q
CP003879.1	Prodigal	1232264	1233055	+	00	408490511 | protein with peptidoglycan-binding domain [Psychroflexus torquis ATCC 700755] | COG3409 | M | 100.0	M
CP003879.1	Prodigal	1233570	1234343	+	00	408490513 | hypothetical protein P700755_001178 [Psychroflexus torquis ATCC 700755] | COG1075 | I | 100.0	I
CP003879.1	Prodigal	1234314	1234724	-	00	#	#
CP003879.1	Prodigal	1234991	1236160	+	00	408490514 | ATP-grasp_4 superfamily protein [Psychroflexus torquis ATCC 700755] | COG0151 | F | 100.0	F
CP003879.1	Prodigal	1236667	1238226	+	00	408490515 | GMC oxidoreductase family protein [Psychroflexus torquis ATCC 700755] | COG2303 | IR | 100.0	IR
CP003879.1	Prodigal	1238364	1238654	+	00	#	#
CP003879.1	Prodigal	1238936	1239142	-	00	#	#
CP003879.1	Prodigal	1240155	1240460	+	00	#	#
CP003879.1	Prodigal	1240457	1241737	+	00	#	#
CP003879.1	Prodigal	1241978	1242475	+	00	#	#
CP003879.1	Prodigal	1243559	1244941	-	00	408490516 | subtilisin-like serine protease, peptidase S8_S53 superfamily [Psychroflexus torquis ATCC 700755] | COG1404 | O | 100.0	O
CP003879.1	Prodigal	1246258	1246416	-	00	#	#
CP003879.1	Prodigal	1246784	1247470	-	00	408490518 | secreted protein with a Por secretion system C-terminal sorting domain [Psychroflexus torquis ATCC 700755] | COG3187 | O | 100.0	O
CP003879.1	Prodigal	1247746	1248279	+	00	#	#
CP003879.1	Prodigal	1248290	1248502	+	00	408490520 | transcriptional regulator, XRE_HTH superfamily [Psychroflexus torquis ATCC 700755] | COG3655 | K | 100.0	K
CP003879.1	Prodigal	1248783	1249919	-	00	408490521 | glycerate kinase [Psychroflexus torquis ATCC 700755] | COG1929 | G | 100.0	G
CP003879.1	Prodigal	1249926	1251575	-	00	408490522 | sodium-solute symporter [Psychroflexus torquis ATCC 700755] | COG0591 | E | 100.0	E
CP003879.1	Prodigal	1252493	1253791	-	00	408490523 | glycoside hydrolase, Bac_rhamnosid superfamily [Psychroflexus torquis ATCC 700755] | COG1626 | G | 100.0	G
CP003879.1	Prodigal	1254996	1255538	-	00	#	#
CP003879.1	Prodigal	1255562	1255780	-	00	#	#
CP003879.1	Prodigal	1255832	1256209	-	00	#	#
CP003879.1	Prodigal	1257047	1257511	-	00	#	#
CP003879.1	Prodigal	1258920	1259360	-	00	#	#
CP003879.1	Prodigal	1259786	1260820	+	00	408490526 | transposase [Psychroflexus torquis ATCC 700755] | COG3415 | X | 100.0	X
CP003879.1	Prodigal	1260999	1262138	-	00	408490527 | transposase [Psychroflexus torquis ATCC 700755] | COG5433 | X | 100.0	X
CP003879.1	Prodigal	1262447	1263346	-	00	408490529 | retinol dehydrogenase [Psychroflexus torquis ATCC 700755] | COG1028 | IQR | 100.0	IQR
CP003879.1	Prodigal	1263497	1263748	-	00	#	#
CP003879.1	Prodigal	1263856	1264062	-	00	#	#
CP003879.1	Prodigal	1264924	1265355	+	00	408490530 | hypothetical protein P700755_001209 [Psychroflexus torquis ATCC 700755] | COG4270 | S | 100.0	S
CP003879.1	Prodigal	1265355	1265804	+	00	408490531 | transcriptional regulator, MarR superfamily [Psychroflexus torquis ATCC 700755] | COG1846 | K | 100.0	K
CP003879.1	Prodigal	1266473	1267567	-	00	408490532 | addiction module antidote transcriptional regulator, HigA family [Psychroflexus torquis ATCC 700755] | COG3093 | V | 100.0	V
CP003879.1	Prodigal	1268771	1269508	-	00	#	#
CP003879.1	Prodigal	1269505	1269651	-	00	#	#
CP003879.1	Prodigal	1269804	1270595	-	00	408490535 | hypothetical protein P700755_001216 [Psychroflexus torquis ATCC 700755] | COG0265 | O | 100.0	O
CP003879.1	Prodigal	1270929	1271057	-	00	#	#
CP003879.1	Prodigal	1271212	1271919	-	00	#	#
CP003879.1	Prodigal	1273118	1273594	+	00	#	#
CP003879.1	Prodigal	1274210	1275028	+	00	#	#
CP003879.1	Prodigal	1275246	1275419	-	00	#	#
CP003879.1	Prodigal	1276084	1277043	-	00	408490542 | sodium-dependent bicarbonate transporter, putative [Psychroflexus torquis ATCC 700755] | COG3329 | S | 100.0	S
CP003879.1	Prodigal	1277066	1277359	-	00	#	#
CP003879.1	Prodigal	1277361	1277639	-	00	#	#
CP003879.1	Prodigal	1277811	1278296	-	00	408490545 | transposase orfB [Psychroflexus torquis ATCC 700755] | COG3335 | X | 100.0	X
CP003879.1	Prodigal	1278385	1278879	-	00	408490546 | transposase transcriptional regulator orfA [Psychroflexus torquis ATCC 700755] | COG3415 | X | 100.0	X
CP003879.1	Prodigal	1279264	1281666	-	00	408490547 | alpha-glucosidase, family 31 of glycosyl hydrolases [Psychroflexus torquis ATCC 700755] | COG1501 | G | 100.0	G
CP003879.1	Prodigal	1281940	1283841	-	00	408490548 | 1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type GlgB [Psychroflexus torquis ATCC 700755] | COG0296 | G | 100.0	G
CP003879.1	Prodigal	1283842	1285107	-	00	408490549 | glucose-1-phosphate adenylyltransferase GlgC [Psychroflexus torquis ATCC 700755] | COG0448 | G | 100.0	G
CP003879.1	Prodigal	1285110	1286516	-	00	408490550 | glycogen synthase, ADP-glucose transglucosylase GlgA [Psychroflexus torquis ATCC 700755] | COG0297 | G | 100.0	G
CP003879.1	Prodigal	1287374	1288015	-	00	#	#
CP003879.1	Prodigal	1288449	1291376	-	00	408490553 | protein with WD40 repeat domains [Psychroflexus torquis ATCC 700755] | COG4249 | R | 100.0	R
CP003879.1	Prodigal	1291486	1294821	-	00	408490554 | protein with WD40 repeat domain [Psychroflexus torquis ATCC 700755] | COG4249 | R | 100.0	R
CP003879.1	Prodigal	1294950	1295375	-	00	#	#
CP003879.1	Prodigal	1295944	1297920	+	00	408490556 | peptidase C14, caspase catalytic subunit p20 [Psychroflexus torquis ATCC 700755] | COG4249 | R | 100.0	R
CP003879.1	Prodigal	1297833	1298075	-	00	#	#
CP003879.1	Prodigal	1298098	1301325	+	00	408490557 | TPR repeat and CHAT domain containing protein [Psychroflexus torquis ATCC 700755] | COG4995 | S | 100.0	S
CP003879.1	Prodigal	1301344	1303854	+	00	#	#
CP003879.1	Prodigal	1303956	1304555	+	00	408490559 | CHAT domain protein [Psychroflexus torquis ATCC 700755] | COG4995 | S | 100.0	S
CP003879.1	Prodigal	1304718	1304942	-	00	#	#
CP003879.1	Prodigal	1305009	1308464	-	00	408490561 | caspase family domain containing protein [Psychroflexus torquis ATCC 700755] | COG4249 | R | 100.0	R
CP003879.1	Prodigal	1308798	1309358	+	00	#	#
CP003879.1	Prodigal	1309307	1310158	-	00	#	#
CP003879.1	Prodigal	1310190	1310969	-	00	#	#
CP003879.1	Prodigal	1310945	1312117	-	00	408490565 | CHASE2 superfamily protein [Psychroflexus torquis ATCC 700755] | COG4252 | T | 100.0	T
CP003879.1	Prodigal	1312767	1314455	-	00	#	#
CP003879.1	Prodigal	1314536	1315666	-	00	#	#
CP003879.1	Prodigal	1315894	1316871	-	00	#	#
CP003879.1	Prodigal	1316880	1317851	-	00	#	#
CP003879.1	Prodigal	1317851	1318339	-	00	#	#
CP003879.1	Prodigal	1318350	1318901	-	00	#	#
CP003879.1	Prodigal	1318913	1321111	-	00	#	#
CP003879.1	Prodigal	1321149	1321907	-	00	#	#
CP003879.1	Prodigal	1322039	1322713	-	00	#	#
CP003879.1	Prodigal	1323227	1324804	-	00	408490575 | response regulator, LytTR superfamily [Psychroflexus torquis ATCC 700755] | COG3279 | KT | 100.0	KT
CP003879.1	Prodigal	1326206	1327426	-	00	408490576 | dihydrofolate synthase/folylpolyglutamate synthase FolC [Psychroflexus torquis ATCC 700755] | COG0285 | H | 100.0	H
CP003879.1	Prodigal	1327429	1328313	-	00	332291238 | hypothetical protein Krodi_0594 [Krokinobacter sp. 4H-3-7-5] | COG0810 | M | 61.2	M
CP003879.1	Prodigal	1328317	1328709	-	00	408490578 | energy transducing transport protein, ExbD/TolR family [Psychroflexus torquis ATCC 700755] | COG0848 | U | 100.0	U
CP003879.1	Prodigal	1328712	1329401	-	00	408490579 | MotA/TolQ/ExbB proton channel family protein [Psychroflexus torquis ATCC 700755] | COG0811 | U | 100.0	U
CP003879.1	Prodigal	1329478	1330704	-	00	408490580 | glutamate dehydrogenase/leucine dehydrogenase [Psychroflexus torquis ATCC 700755] | COG0334 | E | 100.0	E
CP003879.1	Prodigal	1330798	1331853	-	00	408490581 | anhydro-N-acetylmuramic acid kinase AnmK [Psychroflexus torquis ATCC 700755] | COG2377 | M | 100.0	M
CP003879.1	Prodigal	1332043	1333185	+	00	408490582 | butyryl/isobutyryl-CoA dehydrogenase [Psychroflexus torquis ATCC 700755] | COG1960 | I | 100.0	I
CP003879.1	Prodigal	1333653	1333946	+	00	#	#
CP003879.1	Prodigal	1333952	1334680	+	00	#	#
CP003879.1	Prodigal	1334755	1334916	+	00	#	#
CP003879.1	Prodigal	1335008	1335268	+	00	408490585 | hypothetical protein P700755_001270 [Psychroflexus torquis ATCC 700755] | COG0011 | S | 100.0	S
CP003879.1	Prodigal	1335348	1335986	+	00	408490586 | nicotinamide mononucleotide transporter PnuC-like protein [Psychroflexus torquis ATCC 700755] | COG3201 | H | 100.0	H
CP003879.1	Prodigal	1335941	1336495	+	00	408490587 | nicotinamide mononucleotide adenylyltransferase NadR [Psychroflexus torquis ATCC 700755] | COG3172 | H | 100.0	H
CP003879.1	Prodigal	1336505	1338049	+	00	#	#
CP003879.1	Prodigal	1338042	1338446	+	00	#	#
CP003879.1	Prodigal	1339307	1341682	+	00	408490590 | TonB-dependent outer membrane receptor channel protein [Psychroflexus torquis ATCC 700755] | COG4206 | H | 100.0	H
CP003879.1	Prodigal	1341987	1343072	-	00	408490591 | methyltyransferase HemK-like protein [Psychroflexus torquis ATCC 700755] | COG2890 | J | 100.0	J
CP003879.1	Prodigal	1343222	1344037	+	00	408490592 | deoxyribonuclease I MnuA-like, EEP superfamily [Psychroflexus torquis ATCC 700755] | COG3568 | R | 100.0	R
CP003879.1	Prodigal	1344040	1344588	-	00	#	#
CP003879.1	Prodigal	1344814	1347792	+	00	408490594 | TonB-dependent outer membrane receptor channel protein, SusC family [Psychroflexus torquis ATCC 700755] | COG4206 | H | 100.0	H
CP003879.1	Prodigal	1347810	1349126	+	00	#	#
CP003879.1	Prodigal	1349189	1350247	-	00	408490596 | beta-lactamase-like protein, transpeptidase superfamily [Psychroflexus torquis ATCC 700755] | COG1680 | V | 100.0	V
CP003879.1	Prodigal	1350307	1351299	-	00	408490597 | tRNA dihydrouridine synthase Dus [Psychroflexus torquis ATCC 700755] | COG0042 | J | 100.0	J
CP003879.1	Prodigal	1351450	1353246	+	00	408490598 | translation elongation factor LepA [Psychroflexus torquis ATCC 700755] | COG0481 | J | 100.0	J
